"*Note that in this experiment, IL2-060 was added 3x at the 4 hour timepoint. This prevented all muteins from being run at all  4 timepoints. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"This time-point is suspect, the dose response is very far off from two replicates on the same day and one on another day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IL2-060,,,,,,,,,,,,,,,IL2-062,,,,,,,,,,,,,,,IL2-088,,,,,,,,,,,,,,,IL2-097,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NK cells,,,,,,,,,,,,,,,NK cells,,,,,,,,,,,,,,,NK cells,,,,,,,,,,,,,,,NK cells,,,,,,,,,,,,
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
IL2-060 4 hr,,2819.00293,2235.096191,2441.107422,2380.983643,1887.367432,1137.342163,1168.056396,1104.771606,971.4118652,944.4667969,920.8583984,895.5206299,,IL2-062 4 hr,,2258.728516,1838.057861,1743.227661,1335.134399,1005.590881,842.3128052,737.5128784,790.1768799,589.6856689,599.6013184,519.9991455,500.6098633,,IL2-088 4 hr,,2278.657715,2232.063965,2235.843018,1997.550049,1896.360107,1254.458618,1063.454468,969.8153076,959.0865479,838.8427124,830.8728638,851.2246704,,IL2-097 4 hr,,1605.614868,1114.8302,870.281189,896.6206055,863.7597656,786.0651855,771.0185547,767.510437,682.6011963,644.2728271,634.2946777,601.9359741
IL2-060 4 hr,,2900.720215,2221.229004,1756.368042,1941.169434,1683.417847,1159.020264,1005.810608,1014.119812,856.3082275,659.90802,747.5584717,694.1225586,,IL2-062 2 hr,,2223.145508,1720.17749,1120.789185,914.3021851,840.9282227,780.7662964,767.8679199,730.0343628,717.7259521,763.2104492,703.9671631,742.8165894,,IL2-088 2 hr,,2365.769043,2260.124512,1841.412964,1323.033691,1048.548706,1036.426392,914.1768799,871.6850586,790.402771,824.7967529,830.8901978,803.126709,,IL2-097 2 hr,,1520.412109,1109.957886,927.4692383,871.8903809,819.1102905,777.5210571,852.5806885,888.1896973,820.3728027,850.6452637,850.6370239,749.7537842
IL2-060 4 hr,,2840.538086,2537.550781,2569.050049,2338.644531,2051.772705,1346.765259,1142.034424,964.3765259,908.7210693,836.4030151,838.2347412,794.9902344,,IL2-062 1 hr,,2584.337891,1750.215454,1108.387085,908.2243652,916.6674194,907.97052,858.7457886,694.9717407,657.7318726,551.9384766,663.4145508,625.894043,,IL2-088 1 hr,,2721.741211,2485.583008,1876.647827,1087.588135,988.9415283,826.2878418,776.1418457,831.673584,779.1409302,765.3167725,763.1525269,580.9417114,,IL2-097 1 hr,,1633.245972,1183.171875,800.9851685,725.5625,706.9893188,703.5477295,616.1447754,727.4433594,586.3779297,633.7164307,722.5968018,643.8760376
IL2-060 2 hr,,2476.655029,1996.512939,1656.716187,1368.649048,1089.286377,867.6624146,894.3942261,918.0969238,897.8022461,827.5523682,779.6518555,710.3167114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL2-097 30 min,,1529.195557,1185.545654,856.3661499,714.9906006,726.479187,682.5039063,673.0505371,685.3787231,643.8071289,723.2081299,677.6835938,723.12854
IL2-060 1 hr,,2569.356445,2367.675781,1103.383545,937.8511963,959.3425903,911.9850464,860.8811646,835.7583008,741.225769,743.7549438,717.87854,712.854248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2-060 30 min,,3734.838379,3014.648926,1296.832153,1135.912354,1057.317383,836.2519531,707.0887451,758.9718018,654.2071533,649.1627197,640.6511841,495.4934387,,,CD56bright NK cells,,,,,,,,,,,,,,,CD56bright NK cells,,,,,,,,,,,,,,,CD56bright NK cells,,,,,,,,,,,,
,,,,,,,,,,,,,,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
,CD56bright NK cells,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182, ,IL2-062 4 hr,,7893.101563,3602.91333,2139.794922,1867.255371,1787.745239,1865.719238,1532.943237,1402.866211,1184.508667,2107.000244,459.1749878,1307.586792,,IL2-088 4 hr,,5194.09375,3679.689209,3586.212158,3455.348633,3217.429199,2959.904297,2182.252441,2466.099365,2277.304688,1113.798584,1628.10083,1058.814819,,,,3280.47998,2246.034668,1829.544556,1884.158691,1320.203979,1213.521484,1310.66333,1276.381592,1419.169922,651.6369629,912.505249,1174.567993
,,1,2,3,4,5,6,7,8,9,10,11,12,,IL2-062 2 hr,,2540.125977,3091.785645,2261.667725,1608.24646,2163.011475,922.4256592,1328.731445,1734.168091,1466.683228,1127.898926,1025.000244,979.9575195,,IL2-088 2 hr,,4135.520996,4544.645996,4420.647461,2120.948975,2096.347656,3101.881348,2121.363037,1485.230957,1132.292847,1365.803223,1249.704224,1003.03595,,IL2-097 4 hr,,3597.667969,2843.239258,2140.872559,1845.492798,1047.828125,1151.221924,1146.290771,1291.078735,1396.0979,1112.896729,1591.93335,925.3491821
IL2-060 4 hr,,4800.106934,3439.801025,4334.479492,4404.67334,2902.446777,2181.943359,2203.292969,3024.093994,1906.826782,1338.829224,1097.080933,1534.010132,,IL2-062 1 hr,,3570.67627,4705.924316,1856.561646,3165.297363,2056.3125,3059.081055,3867.01709,1138.226318,1193.605713,601.6693115,636.875,1085.389404,,IL2-088 1 hr,,5376.891602,4305.732422,3674.297852,2801.64502,3152.65332,2387.910156,1983.937988,1329.971924,1454.296387,917.7474976,712.9490967,903.7674561,,IL2-097 2 hr,,4345.592773,3290.238281,2994.872314,892.3900146,1438.440552,857.3563232,880.9840698,817.581665,1401.554199,980.286438,1185.266113,918.3198853
IL2-060 4 hr,,4113.738281,3660.086914,2637.822998,2617.426758,2497.050781,1541.302246,1675.407959,1659.984497,2022.973145,1216.105469,1303.824707,1414.869019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL2-097 1 hr,,3081.903809,3646.175781,3131.833496,1628.427002,937.984375,1094.536011,1382.940918,876.3939819,1317.545532,1236.699463,654.7799683,1367.370483
IL2-060 4 hr,,3967.830322,4691.427246,4831.944336,4128.013184,2922.170166,3095.54248,2367.751953,2663.037842,2159.992676,1294.22998,1041.934814,962.7102051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL2-097 30 min,,,,,,,,,,,,,
IL2-060 2 hr,,4585.040527,3022.591064,2847.904297,2839.012207,3018.819824,2368.499512,1915.790771,2406.939453,1826.440796,1299.235229,897.2403564,1589.088013,,,Cytotoxic T cells (CD3+CD8+),,,,,,,,,,,,,,,Cytotoxic T cells (CD3+CD8+),,,,,,,,,,,,,,,Cytotoxic T cells (CD3+CD8+),,,,,,,,,,,,
IL2-060 1 hr,,4566.014648,5534.774902,3263.865967,2393.920898,2725.820801,1876.848145,1589.237305,1232.825806,937.2650757,1002.689758,1064.504517,850.6415405,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
IL2-060 30 min,,6242.030273,5667.212891,3535.390869,4489.29248,3721.01123,1333.210571,1244.801636,756.7485352,1047.378174,1743.612793,1075.182617,906.3939209,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,,,,IL2-062 4 hr,,1541.636719,1061.986694,959.1547241,889.9457397,822.5203857,820.5757446,759.7357178,708.2115479,628.8433838,717.2736816,672.2030029,638.3099976,,IL2-088 4 hr,,3067.639893,2659.338867,1929.645386,1397.833374,1158.774414,923.2182617,886.9158936,881.0331421,856.2940063,818.2731323,829.1043701,784.6987305,,IL2-097 4 hr,,1172.986938,851.7193604,774.6335449,756.03302,756.6815796,761.2017212,763.3190308,761.5054932,718.7585449,702.9507446,764.5019531,695.829895
,Cytotoxic T-cells (CD3+CD8+),,,,,,,,,,,,,,IL2-062 2 hr,,1390.083008,1021.40332,861.3605957,863.9346924,834.487854,786.3422852,756.6122437,770.475769,805.0247803,766.7668457,701.8283081,750.095459,,IL2-088 2 hr,,2812.122314,2400.073975,1322.431152,953.3409424,897.7225342,924.8955078,835.760376,856.5371094,837.1679077,828.5726318,786.3517456,827.4425049,,IL2-097 2 hr,,1163.655029,908.442627,829.5090332,802.8781738,790.5698853,818.4156494,813.2303467,837.9360352,861.569519,823.6803589,834.3961792,766.4075928
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,IL2-062 1 hr,,1580.884033,1026.125488,927.3903809,827.034668,853.0673828,789.3688965,753.5078125,755.9570313,707.5675049,670.5350342,634.6920776,695.0584717,,IL2-088 1 hr,,3086.01123,2848.486816,1395.025024,847.6427002,840.9968262,764.9487915,792.5032349,807.3389282,811.0668945,781.6968384,769.4637451,716.9699097,,IL2-097 1 hr,,1115.759521,860.1782227,738.0710449,762.8380737,722.0651855,722.0505371,752.2675781,724.723877,704.6074219,743.3995361,731.1264648,747.9382935
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL2-097 30 min,,1118.039429,888.7978516,749.5421143,785.0796509,722.7502441,746.7718506,764.9348145,795.7957764,767.8637085,763.1199951,762.4039307,755.6664429
IL2-060 4 hr,,3620.736816,2459.833984,2511.757324,1874.848633,1270.632568,869.8037109,911.1370239,935.8015747,876.7351074,857.6676025,847.7946167,871.5319824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2-060 4 hr,,3882.220215,2363.049561,1571.691162,1443.347656,1096.779541,947.8959961,861.8400879,875.1448364,796.2115479,782.6915283,822.1256104,769.0343018,,,T-regulatory cells (na夫e and memory combined),,,,,,,,,,,,,,,T-regulatory cells (na夫e and memory combined),,,,,,,,,,,,,,,T-regulatory cells (na夫e and memory combined),,,,,,,,,,,,
IL2-060 4 hr,,4084.193115,3131.842773,2612.349854,1813.799316,1280.262451,952.8612061,927.8751221,878.996521,837.8950195,817.9053955,826.324707,782.8048096,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
IL2-060 2 hr,,2999.108887,1929.200928,1314.108887,950.729248,835.1366577,783.0019531,848.5975952,852.7156982,849.0375977,793.1652832,790.7720337,776.2264404,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
IL2-060 1 hr,,3101.074463,2343.80835,892.421814,854.8156128,874.4891357,824.2323608,816.9592285,848.4798584,794.4929199,803.0479736,787.779541,786.8117676,,IL2-062 4 hr,,37533.70313,29322.96875,37195.59766,31484.17188,31409.85156,30280.83789,25724.96484,19394.74023,21788.82422,22294.82422,15308.04004,5156.462891,,IL2-088 4 hr,,45723.98828,41100.05078,41706.67969,42276.24609,43989,38317.14063,37671.9375,34649.12109,31285.28516,24730.44727,20276.0918,4654.652832,,IL2-097 4 hr,,33719.19922,24176.82031,25712.63086,25509.36328,27561.49414,20146.24609,17620.23438,17902.80664,8574.525391,4030.504395,4338.725586,2937.42627
IL2-060 30 min,,5147.046387,3261.328125,1009.773438,921.1838379,939.8444824,805.8131104,757.9785156,743.8173218,730.0075684,715.9837646,697.0402222,647.0333252,,IL2-062 2 hr,,37860.38281,38684.97266,37403.54297,31526.95703,27612.87891,28516.94922,29451.83203,38395.04688,31087.46289,25399.86719,9812.365234,5375.97168,,IL2-088 2 hr,,53142.44922,45694.00781,43789.24219,42760.12891,42235.34766,40544.25,37735.75,34188.69922,21984.32031,9902.126953,5412.09082,3669.530762,,IL2-097 2 hr,,40851.95313,32782.80469,28810.47266,27575.86328,26613.99219,24730.34766,15502.78027,8929.394531,4662.592773,3842.260742,3669.922363,3443.994141
,,,,,,,,,,,,,,,IL2-062 1 hr,,39854.0625,39748.46875,40590.49219,40534.35938,36814.47266,40762.25391,34625.17969,36299.05469,23225.24805,19967.46094,10271.69922,5696.004883,,IL2-088 1 hr,,52458.31641,47101.05078,44159.69141,47097.33984,50444.8125,46216.28125,37269.73047,30690.61328,17636.63086,5379.240234,3491.621582,2999.204102,,IL2-097 1 hr,,42629.90625,36788.10156,36668.74219,33780.51563,35753.57813,24584.16406,15963.29297,7349.082031,4399.86084,4045.425537,6977.827148,5570.484375
,T-regulatory cells (na夫e and memory combined),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL2-097 30 min,,44722.375,43023.10547,36956.82813,34934.5,29094.92188,22536.26953,11491.74707,15401.07715,5042.411621,3126.356689,3538.952393,5887.692383
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,,,Na夫e T-regulatory cells (CD45RA+),,,,,,,,,,,,,,,Na夫e T-regulatory cells (CD45RA+),,,,,,,,,,,,,,,Na夫e T-regulatory cells (CD45RA+),,,,,,,,,,,,
IL2-060 4 hr,,47218.55078,35608.42578,42778.00391,42001.72656,41509.67578,46666.03906,48784.875,43990.18359,34869.80078,41490.92188,16735.33203,10214.70703,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
IL2-060 4 hr,,38968.42188,28155.16016,22392.74609,21756.31445,28325.19336,12215.91699,16729.63867,25037.66602,10231.11035,7116.368164,6699.821777,5083.907227,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
IL2-060 4 hr,,46580.53906,43984.97656,42873.62109,42768.16016,42850.94141,48096.00781,40169.73828,43288.12109,36142.07813,33216.40625,29186.96094,15510.05469,,IL2-062 4 hr,,27909.28516,26947.61523,32333.16602,24578.56641,26579.6543,29817.08203,23133.53516,16893.91992,20584.48242,21634.42188,10718.51465,4200.831055,,IL2-088 4 hr,,35658.61719,31791.54297,34365.58594,34177.53906,35472.07422,30799.08398,32020.97266,30991.85352,27162.3125,21531.3125,18466.31836,3911.360352,,IL2-097 4 hr,,26410.70313,20155.29883,20185.00391,20447.36328,25144.28711,18634.83203,14601.48242,17559.37891,5116.880371,3749.178467,3914.219238,2610.877441
IL2-060 2 hr,,43641.14453,40188.60938,44668.01563,41192.31641,39236.64453,30664.11328,29876.29102,31426.66211,28048.92578,23815.17383,10791.73828,8823.46582,,IL2-062 2 hr,,26934.80859,29204.56445,29003.39063,28594.73633,22260.50586,18069.77344,25702.66016,33005.80469,28398.17969,23558.80078,7259.919434,5643.246582,,IL2-088 2 hr,,40645.11719,33090.39844,33549.67969,32284.32617,32436.875,30284.43359,28818.35742,25847.22656,12902.7002,7627.63623,5210.211914,3690.371582,,IL2-097 2 hr,,30273.51758,23300.07422,22221.78906,21445.18164,21259.24414,18769.25,11309.56836,7810.483887,4067.690674,3442.470703,3669.922363,2880.33252
IL2-060 1 hr,,52638.94141,42518.49219,43710.76953,42637.83203,49540.45313,41866.05469,44029.35938,35385.37891,20522.05469,5519.938477,4781.963867,2990.228027,,IL2-062 1 hr,,32985.94531,30798.48047,36536.08594,30737.33203,26464.5918,34961.04297,26099.94922,30904.42383,8202.573242,13464.49121,0,0,,IL2-088 1 hr,,40381.91406,37763.03906,31810.44531,39330.69531,38684.54297,35810.79297,31488.23828,23704.49609,10763.54883,4211.076172,2961.174561,2989.826416,,IL2-097 1 hr,,34611.10938,32920.74219,28497.00391,26112.55273,26315.29883,13464.84375,11494.64746,4562.820313,3478.340332,3337.5625,5370.452148,3497.410156
IL2-060 30 min,,64080.40234,59234.94141,59420.06641,56702.66406,53435.88672,56034.125,39929.19531,7556.302246,10917.30859,13904.53027,5575.102539,5516.886719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL2-097 30 min,,33926.93359,33090.69141,29611.70508,26038.63086,20938.20313,9305.985352,6594.04541,8367.073242,5537.400879,3025.282715,3128.174316,4998.935547
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Na夫e T-regulatory cells (CD45RA+),,,,,,,,,,,,,,,Memory T-regulatory cells (CD45RA-),,,,,,,,,,,,,,,Memory T-regulatory cells (CD45RA-),,,,,,,,,,,,,,,Memory T-regulatory cells (CD45RA-),,,,,,,,,,,,
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
IL2-060 4 hr,,36376.98438,26886.92188,34145.83203,34593.49609,29495.39063,35373.19141,35913.08594,33428.44922,27539.37891,36889.08594,12237.16895,9539.266602,,IL2-062 4 hr,,42929.83594,32747.30859,42268.85547,33906.92188,33745.4375,31465.125,26566.58203,21010.16797,23659.7793,22018.90625,16648.73438,5658.578613,,IL2-088 4 hr,,54008.17188,47770.17188,45068.58594,48368.25,49082.46875,43884.45703,44661.22266,38500.30469,35574.00391,27858.95703,23028.06641,5563.338867,,IL2-097 4 hr,,38278.85938,27115.04102,28766.08984,28760.2832,31110.13477,21942.07422,20094.12109,18032.73047,11893.59473,4434.42334,5332.817871,3150.676025
IL2-060 4 hr,,28911.34766,21037.23438,16782.20703,16422.04492,20632.3125,9864.780273,13509.27344,16695.45703,7416.584473,5345.379395,5948.988281,4163.930664,,IL2-062 2 hr,,41665.46484,45949.91406,41329.10156,33215.26953,30300.88086,31187.44141,32518.45313,40017.92969,32479.63477,25507,10057.10547,5383.553223,,IL2-088 2 hr,,61443.375,52695.85938,53064.40625,48406.71094,48308.98438,48991.94922,41479.5625,38864.19531,28828.91797,10728.96875,6416.267578,3669.530762,,IL2-097 2 hr,,50003.23828,37891.14063,33142.85547,32042.13477,32637.01563,29973.05078,20974.53125,14435.35156,5095.326172,4130.420898,3729.265137,3748.387695
IL2-060 4 hr,,35610.12891,31029.10938,32788.69922,35669.27344,32713.07227,42390.125,33749.58203,33832.45313,31287.80859,30135.20703,24854.86328,10962.83105,,IL2-062 1 hr,,44823.04297,42707,44529.91016,42876.03125,38539.24219,41670.88281,36932.73047,38045.57813,24609.58594,20776.10547,9870.449219,5534.051758,,IL2-088 1 hr,,60218.10156,55030.29688,50235.81641,50896.03906,55589.91406,52039.6875,39834.76953,36608.76953,23813.50391,5553.424316,3773.311523,3153.778809,,IL2-097 1 hr,,48355.11719,42680.17578,41516.68359,41026.23438,40160.04688,33070.54297,19478.25977,11951.66211,5705.112305,4523.569336,7519.71875,7603.125
IL2-060 2 hr,,29554.98828,26972.22266,32175.54297,30189.89258,30647.40625,21508.79297,21201.29883,23990.9707,25714.66211,18542.67188,10258.52734,11878.10547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL2-097 30 min,,50086.26953,45531.87891,42041.67578,37361.99219,33990.82813,25249.96875,18824.91602,21877.58594,5042.411621,3518.116699,3728.515625,7190.169922
IL2-060 1 hr,,38464.19531,30698.93945,34925.47266,32357.85938,41292.11328,34509.07813,34289.63281,29816.57031,18531.28906,5673.632324,4435.451172,2973.99585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2-060 30 min,,50493.29297,47457.29688,42963.29688,43472.53125,39535.19531,46049.9375,34115.25391,6595.036621,11327.38672,10562.27344,6034.463379,4669.278809,,,Non-Treg T helper cells (Foxp3-) (na夫e and memory combined),,,,,,,,,,,,,, ,Non-Treg T helper cells (Foxp3-) (na夫e and memory combined),,,,,,,,,,,,,,,Non-Treg T helper cells (Foxp3-) (na夫e and memory combined),,,,,,,,,,,,
,,,,,,,,,,,,,,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182
,Memory T-regulatory cells (CD45RA-),,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12
